x   y   freq
15  69  0
15  70  0
16  1   0
16  2   0
16  3   0
16  4   0
16  5   0
16  6   0.030303031
16  7   0
16  8   0
16  9   0
16  10  0
16  11  0
16  12  0.030303031
16  13  0
16  14  0
16  15  0
16  16  0
16  17  0
16  18  0
16  19  0
16  20  0.090909094
16  21  0
16  22  0
16  23  0
16  24  0
16  25  0
16  26  0
16  27  0
16  28  0
16  29  0
16  30  0
16  31  0
16  32  0
16  33  0
16  34  0
16  35  0
16  36  0
16  37  0
16  38  0
16  39  0
16  40  0
16  41  0
16  42  0.090909094
16  43  0
16  44  0.60606062
16  45  0.060606062
16  46  0
16  47  0
16  48  0
16  49  0
16  50  0
16  51  0
16  52  0.060606062
16  53  0.030303031
16  54  0
16  55  0
16  56  0
16  57  0
16  58  0
16  59  0
16  60  0
16  61  0
16  62  0
16  63  0
16  64  0
16  65  0
16  66  0
16  67  0
16  68  0
16  69  0
16  70  0
17  1   0
17  2   0
17  3   0
17  4   0
17  5   0
17  6   0
17  7   0
17  8   0
17  9   0
17  10  0
17  11  0
17  12  0
17  13  0
17  14  0
17  15  0
17  16  0
17  17  0.071428575
17  18  0
17  19  0
17  20  0
17  21  0
17  22  0
17  23  0
17  24  0
17  25  0
17  26  0
17  27  0
17  28  0
17  29  0
17  30  0.035714287
17  31  0
17  32  0
17  33  0
17  34  0
17  35  0
17  36  0
17  37  0
17  38  0
17  39  0
17  40  0
17  41  0
17  42  0.071428575
17  43  0
17  44  0
17  45  0
17  46  0
17  47  0
17  48  0.14285715
17  49  0.53571427
17  50  0
17  51  0
17  52  0.14285715
17  53  0
17  54  0
17  55  0
17  56  0
17  57  0
17  58  0
17  59  0
17  60  0
17  61  0
17  62  0
17  63  0
17  64  0
17  65  0
17  66  0
17  67  0
17  68  0
17  69  0
17  70  0
18  1   0
18  2   0
18  3   0
18  4   0
18  5   0
18  6   0
18  7   0
18  8   0
18  9   0
18  10  0.10000000
18  11  0.13333334
18  12  0
18  13  0
18  14  0
18  15  0
18  16  0
18  17  0
18  18  0
18  19  0
18  20  0
18  21  0
18  22  0
18  23  0
18  24  0
18  25  0
18  26  0
18  27  0
18  28  0
18  29  0
18  30  0.13333334
18  31  0
18  32  0
18  33  0
18  34  0
18  35  0
18  36  0
18  37  0
18  38  0
18  39  0
18  40  0
18  41  0
18  42  0
18  43  0
18  44  0
18  45  0
18  46  0
18  47  0
18  48  0
18  49  0
18  50  0.63333333
18  51  0
18  52  0
18  53  0
18  54  0
18  55  0
18  56  0
18  57  0
18  58  0
18  59  0
18  60  0
18  61  0
18  62  0
18  63  0
18  64  0
18  65  0
18  66  0
18  67  0
18  68  0
18  69  0
18  70  0
19  1   0
19  2   0
19  3   0
19  4   0
19  5   0.023255814
19  6   0
19  7   0
19  8   0
19  9   0
19  10  0.023255814
19  11  0.023255814
19  12  0
19  13  0
19  14  0
19  15  0
19  16  0
19  17  0
19  18  0
19  19  0
19  20  0
19  21  0
19  22  0
19  23  0
19  24  0
19  25  0
19  26  0
19  27  0
19  28  0
19  29  0
19  30  0
19  31  0
19  32  0.023255814
19  33  0.11627907
19  34  0.023255814
19  35  0
19  36  0
19  37  0
19  38  0
19  39  0
19  40  0
19  41  0.11627907
19  42  0
19  43  0
19  44  0.023255814
19  45  0
19  46  0
19  47  0
19  48  0
19  49  0
19  50  0
19  51  0
19  52  0
19  53  0.62790698
19  54  0
19  55  0
19  56  0
19  57  0
19  58  0
19  59  0
19  60  0
19  61  0
19  62  0
19  63  0
19  64  0
19  65  0
19  66  0
19  67  0
19  68  0
19  69  0
19  70  0
20  1   0
20  2   0
20  3   0
20  4   0
20  5   0
20  6   0
20  7   0.065217391
20  8   0
20  9   0
20  10  0
20  11  0
20  12  0
20  13  0
20  14  0
20  15  0
20  16  0
20  17  0.043478262
20  18  0
20  19  0
20  20  0
20  21  0.065217391
20  22  0
20  23  0.043478262
20  24  0
20  25  0.065217391
20  26  0
20  27  0
20  28  0
20  29  0
20  30  0
20  31  0
20  32  0.021739131
20  33  0
20  34  0
20  35  0
20  36  0
20  37  0
20  38  0
20  39  0.13043478
20  40  0
20  41  0
20  42  0
20  43  0
20  44  0
20  45  0
20  46  0
20  47  0
20  48  0
20  49  0
20  50  0
20  51  0
20  52  0
20  53  0
20  54  0
20  55  0.47826087
20  56  0
20  57  0
20  58  0
20  59  0
20  60  0
20  61  0
20  62  0
20  63  0
20  64  0
20  65  0.086956523
20  66  0
20  67  0
20  68  0
20  69  0
20  70  0
